support,itemsets
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.757,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.812,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.733,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.824,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'HealthFitness_Freq'})"
0.733,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.742,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.757,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.77,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'PersonalCare_Freq'})"
0.737,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq'})"
0.759,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq'})"
0.742,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.757,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.74,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.844,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.765,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.74,"frozenset({'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.765,"frozenset({'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.81,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.734,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.831,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq'})"
0.734,"frozenset({'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.74,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.765,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.734,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.813,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.829,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.803,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.74,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.765,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.734,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.77,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.737,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.759,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq'})"
0.669,"frozenset({'Food_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.674,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Grocery_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.742,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.757,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq'})"
0.612,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.74,"frozenset({'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.765,"frozenset({'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.734,"frozenset({'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.671,"frozenset({'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.77,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.737,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.759,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.742,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.757,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.74,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.765,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.734,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})"
0.612,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.669,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})"
0.671,"frozenset({'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.674,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.699,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Grocery_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
0.612,"frozenset({'Food_Freq', 'Entertainment_Freq', 'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})"
